Customer_ID,First_Name,Last_Name,Gender,Age,City,Country,Loyalty_Level,Registration_Year,Is_Active
1008221,Michelle,Collin,Male,84,Sainte Madeleinedan,France,Bronze,2021,True
1008222,Noël,Duval,Male,70,Fabre-la-Forêt,France,Bronze,2024,True
1008223,Paulette,Launay,Female,74,Maillard,France,Silver,2021,True
1008224,Corinne,Costa,Male,55,Pierre,France,Gold,2022,True
1008225,Sophie,Letellier,Female,77,Lévêquenec,France,Bronze,2019,True
1008226,Vincent,Peltier,Female,55,Loiseau,France,Bronze,2024,True
1008227,Honoré,Voisin,Female,34,Lenoirdan,France,Silver,2021,True
1008228,Margaud,Morin,Male,56,Boutin,France,Silver,2018,True
1008229,Édouard,Guillot,Male,60,Verdier,France,Bronze,2020,True
1008230,Luc,Denis,Male,57,Raynaudnec,France,Bronze,2026,True
1008231,Brigitte,Fontaine,Female,35,Robertboeuf,France,Bronze,2021,True
1008232,Aimée,Vaillant,Male,61,Sainte Michelboeuf,France,Silver,2020,True
1008233,Célina,Raynaud,Female,68,Lemaire,France,Platinum,2021,True
1008234,Michelle,Rivière,Female,31,Dufourboeuf,France,Silver,2022,True
1008235,André,Carlier,Female,72,Pascal-sur-Raymond,France,Bronze,2020,True
1008236,Laurent,Lemaître,Male,56,Carlier,France,Bronze,2024,True
1008237,Thibaut,Maréchal,Female,32,Allain,France,Bronze,2020,False
1008238,Élisabeth,Lemonnier,Female,27,Pons-sur-Garcia,France,Silver,2021,True
1008239,François,Collet,Male,56,Alves,France,Bronze,2025,False
1008240,Claire,Thomas,Female,18,Joseph,France,Silver,2023,True
1008241,Michelle,Gomez,Female,51,Peltier,France,Silver,2026,True
1008242,Gilles,Ollivier,Female,71,Sainte Anastasie-les-Bains,France,Bronze,2026,True
1008243,Agnès,Lebrun,Female,32,Texier,France,Bronze,2021,True
1008244,Victoire,Delahaye,Female,73,Sainte André,France,Bronze,2026,True
1008245,Laurence,Giraud,Male,62,VincentVille,France,Silver,2026,True
1008246,Benoît,Martineau,Male,50,Saint MargotVille,France,Bronze,2022,True
1008247,Émile,Millet,Male,67,Legrandnec,France,Gold,2021,True
1008248,David,Mary,Male,57,Olivier-la-Forêt,France,Bronze,2024,True
1008249,Simone,Fleury,Female,57,Toussaint-sur-Buisson,France,Bronze,2022,True
1008250,Édouard,Joly,Male,22,Saint AdrienVille,France,Silver,2022,True
1008251,Margot,Rousset,Female,46,Blanchet-les-Bains,France,Silver,2019,True
1008252,Marcelle,Salmon,Male,58,Laporte,France,Silver,2022,True
1008253,Dominique,Bailly,Male,30,BaudryVille,France,Bronze,2025,False
1008254,Paulette,Bazin,Female,80,Lebondan,France,Silver,2023,True
1008255,Gilbert,Pierre,Female,42,Legrand,France,Gold,2018,True
1008256,Charles,Aubry,Male,75,Evrard,France,Bronze,2025,True
1008257,Gérard,Teixeira,Female,19,Techer-sur-Mer,France,Gold,2018,True
1008258,Lorraine,Pasquier,Male,38,Prévost,France,Bronze,2018,True
1008259,Monique,Humbert,Female,30,Saint GilbertBourg,France,Silver,2024,True
1008260,Pénélope,Laporte,Female,22,Dufour-les-Bains,France,Bronze,2021,True
1008261,Alphonse,Bouchet,Female,59,Hamel,France,Bronze,2024,True
1008262,Édouard,Laine,Female,34,HervéBourg,France,Silver,2020,True
1008263,Christine,Jacob,Female,58,Saint VéroniqueVille,France,Bronze,2024,False
1008264,Honoré,Aubert,Male,19,CharlesBourg,France,Bronze,2026,False
1008265,Marie,Techer,Male,85,Raynaud-sur-Mer,France,Gold,2026,False
1008266,Audrey,Guillou,Male,18,Prévost,France,Bronze,2021,True
1008267,Lorraine,Bourdon,Male,68,François-sur-Pasquier,France,Gold,2025,True
1008268,Camille,Pinto,Male,24,ParisVille,France,Gold,2021,False
1008269,Virginie,Berger,Male,25,Jean,France,Platinum,2026,False
1008270,Sabine,Verdier,Female,39,Saint Margaux-les-Bains,France,Gold,2021,True
1008271,Zacharie,Joly,Female,66,Gérardnec,France,Gold,2024,True
1008272,Susan,De Sousa,Female,52,Saint Alex-sur-Mer,France,Bronze,2019,True
1008273,Célina,Guillon,Male,75,Texier,France,Bronze,2020,True
1008274,Camille,Ferrand,Male,39,Lebrun-sur-Gaillard,France,Gold,2022,True
1008275,Julien,Bouvier,Male,70,Bonneau,France,Bronze,2026,True
1008276,Arnaude,Samson,Male,57,Poirier,France,Silver,2024,True
1008277,Thibaut,Pottier,Female,52,Lopes-sur-Mer,France,Silver,2023,True
1008278,Suzanne,Letellier,Male,36,Gosselinnec,France,Gold,2021,True
1008279,Corinne,Marie,Female,64,Saint Thierry-sur-Mer,France,Gold,2026,True
1008280,Matthieu,Lambert,Male,83,BoucherVille,France,Silver,2022,True
1008281,Josette,Neveu,Male,84,Laurentboeuf,France,Gold,2019,True
1008282,Gabrielle,Didier,Male,21,Clémentboeuf,France,Bronze,2026,True
1008283,Timothée,Boutin,Male,20,Valentin,France,Silver,2020,True
1008284,Margot,Delmas,Male,52,Sainte Marthe,France,Silver,2018,True
1008285,Jacques,Valette,Female,26,Laportedan,France,Bronze,2023,True
1008286,Juliette,Roux,Male,23,Hamon,France,Bronze,2026,True
1008287,Hortense,Perrin,Male,53,Durand,France,Bronze,2022,True
1008288,Michèle,Chauveau,Male,27,Perrier,France,Silver,2019,True
1008289,Noël,Bigot,Male,83,Ferreira,France,Bronze,2026,True
1008290,Antoinette,Colin,Female,52,DelaunayVille,France,Silver,2018,True
1008291,Martin,Rodrigues,Male,71,Breton,France,Bronze,2026,True
1008292,Danielle,Léger,Female,20,Saint Jérômeboeuf,France,Platinum,2025,True
1008293,Adélaïde,Descamps,Male,25,Pruvost-sur-Duhamel,France,Silver,2018,True
1008294,Claudine,Bigot,Male,28,Mace,France,Silver,2025,True
1008295,Cécile,Masse,Male,59,Marion,France,Bronze,2020,True
1008296,Véronique,Pelletier,Male,60,Delormeboeuf,France,Bronze,2023,True
1008297,Paulette,Perrot,Female,82,Saint Pierredan,France,Bronze,2026,True
1008298,René,Normand,Male,18,Saint Christophedan,France,Bronze,2026,True
1008299,Margot,Fabre,Male,66,PineauVille,France,Gold,2022,True
1008300,Martin,Lacombe,Female,54,Lamy-les-Bains,France,Gold,2018,False
1008301,Adrienne,Carlier,Female,32,PerretBourg,France,Silver,2018,True
1008302,François,Renard,Female,35,Berthelot,France,Bronze,2022,True
1008303,Stéphane,Chauveau,Male,64,Leclerc,France,Gold,2025,True
1008304,Marc,Martinez,Male,54,Saint Agnès,France,Silver,2025,True
1008305,Anastasie,Menard,Female,49,Saint Hortense,France,Platinum,2018,True
1008306,Jacques,Techer,Male,60,Diaz,France,Bronze,2026,True
1008307,Gabrielle,Joly,Male,25,Turpin-sur-Mer,France,Bronze,2024,True
1008308,Virginie,Picard,Female,57,Saint Charlotte-sur-Mer,France,Silver,2019,True
1008309,Émile,Picard,Female,35,Rollandnec,France,Bronze,2020,True
1008310,Adrienne,Ledoux,Male,58,Devaux,France,Gold,2025,True
1008311,Adèle,Gérard,Female,49,Bernard,France,Bronze,2024,True
1008312,Charlotte,Lucas,Male,82,Saint Laetitia,France,Gold,2024,True
1008313,Caroline,Simon,Female,64,Collet-les-Bains,France,Silver,2023,True
1008314,Émilie,Lelièvre,Female,59,Maillet,France,Gold,2026,True
1008315,Daniel,Nguyen,Female,67,Camus,France,Bronze,2026,True
1008316,Juliette,Rocher,Male,69,Ledoux-sur-Mer,France,Bronze,2026,True
1008317,Louise,Delaunay,Male,23,François,France,Bronze,2020,True
1008318,Hugues,Ferrand,Female,69,Benard,France,Silver,2023,True
1008319,Vincent,Robin,Male,54,Saint Aimée,France,Bronze,2026,True
1008320,Édouard,David,Female,83,Noël-la-Forêt,France,Bronze,2025,False
1008321,Marie,Tanguy,Male,57,Lacombe,France,Bronze,2023,True
1008322,Gilbert,Rodriguez,Female,45,Giraud-sur-Mer,France,Gold,2025,False
1008323,Marie,Rousseau,Female,31,Saint Astrid,France,Gold,2026,True
1008324,Alain,Sauvage,Female,33,Dumont,France,Bronze,2025,True
1008325,Olivier,Lebrun,Female,62,Saint Noémi,France,Bronze,2022,True
1008326,Marcelle,Evrard,Male,42,Bernard,France,Bronze,2020,True
1008327,Maryse,Aubert,Female,77,Normand,France,Silver,2019,True
1008328,Guy,Riou,Male,66,Philippe,France,Bronze,2025,True
1008329,Cécile,Rémy,Male,66,Bruneau,France,Bronze,2022,True
1008330,Gabriel,Gay,Male,84,Blanchard-sur-Vaillant,France,Bronze,2020,True
1008331,Antoine,Seguin,Female,46,Sainte Mathildenec,France,Silver,2022,True
1008332,Matthieu,Denis,Male,57,Launaynec,France,Gold,2024,True
1008333,Virginie,Pascal,Male,82,Petitjean-la-Forêt,France,Bronze,2024,True
1008334,Alain,Menard,Male,85,Martin,France,Silver,2025,True
1008335,Pierre,Besson,Female,85,Fleury,France,Silver,2026,True
1008336,Christophe,Moreau,Male,71,Perrinnec,France,Silver,2020,True
1008337,Anaïs,Aubry,Female,22,Barthelemy-sur-Thomas,France,Silver,2018,True
1008338,Antoine,Torres,Male,26,Hervé-la-Forêt,France,Bronze,2024,False
1008339,Simone,Guyon,Female,80,Courtois,France,Bronze,2020,True
1008340,Antoine,Roussel,Female,61,Chauveau,France,Silver,2026,True
1008341,Marcelle,Gauthier,Female,72,Cordier-la-Forêt,France,Silver,2023,True
1008342,Guy,Blin,Male,39,Jacquot-les-Bains,France,Bronze,2019,True
1008343,Diane,Bernard,Female,84,Dumont-sur-Collet,France,Bronze,2021,True
1008344,Étienne,Lemaire,Male,62,Robert,France,Silver,2022,True
1008345,Timothée,Moreau,Male,51,Cordier-sur-Chauvet,France,Bronze,2020,True
1008346,Henriette,Munoz,Female,84,Perrin-sur-Mer,France,Bronze,2020,True
1008347,Gérard,Boulanger,Female,81,Neveu,France,Bronze,2019,True
1008348,Vincent,Guichard,Male,77,Rocher,France,Bronze,2021,True
1008349,Patrick,Grenier,Female,34,Lucas,France,Silver,2024,True
1008350,Margaud,Courtois,Female,25,Sainte Constance,France,Bronze,2019,True
1008351,Virginie,Lévy,Male,34,Pineau,France,Silver,2019,False
1008352,Madeleine,Hebert,Female,18,Huet,France,Gold,2025,True
1008353,Adèle,Dupuy,Female,53,Sainte Colette,France,Bronze,2022,True
1008354,Anne,Roger,Male,41,Letellier,France,Silver,2024,True
1008355,Margaret,Philippe,Male,49,Marchal-sur-Lambert,France,Silver,2024,True
1008356,Pénélope,Gautier,Female,40,Saint Vincent-les-Bains,France,Silver,2026,True
1008357,Thérèse,Germain,Female,22,Guillou,France,Gold,2023,True
1008358,Marianne,Gay,Female,29,Barthelemy,France,Bronze,2021,True
1008359,Caroline,Fischer,Male,78,Courtois-les-Bains,France,Bronze,2021,True
1008360,Andrée,Fournier,Female,23,Perez,France,Bronze,2022,True
1008361,Capucine,Baron,Male,67,CosteVille,France,Bronze,2020,True
1008362,Noël,Lefebvre,Male,60,Pelletier,France,Bronze,2025,True
1008363,Suzanne,Joubert,Male,50,Robertdan,France,Bronze,2023,True
1008364,Georges,Devaux,Female,48,Mercier-la-Forêt,France,Bronze,2024,True
1008365,Valérie,Payet,Male,46,Raynaud,France,Silver,2018,True
1008366,Matthieu,Tessier,Male,78,Jacquot,France,Bronze,2020,True
1008367,Pauline,Collet,Male,82,Godard,France,Silver,2023,True
1008368,Jules,Lambert,Male,46,Gallet,France,Bronze,2023,True
1008369,Stéphanie,Benard,Female,26,Cordier-sur-Pichon,France,Silver,2020,True
1008370,Tristan,Hebert,Male,74,JosephBourg,France,Bronze,2024,True
1008371,Franck,Bazin,Male,23,Pons,France,Gold,2023,True
1008372,Jeanne,Lévy,Male,43,Moreau,France,Gold,2018,True
1008373,Mathilde,Schneider,Male,69,Bigot,France,Silver,2018,True
1008374,Antoinette,Meunier,Female,19,Deschampsboeuf,France,Bronze,2025,True
1008375,Pauline,Normand,Female,21,Saint AmélieVille,France,Bronze,2023,False
1008376,Emmanuelle,Colas,Female,68,Laporte,France,Bronze,2023,True
1008377,Henriette,Barthelemy,Male,68,Saint Adèle,France,Bronze,2024,True
1008378,Margaux,Brun,Female,35,Ferreira,France,Bronze,2020,True
1008379,Philippine,Leclerc,Male,50,Gillet,France,Bronze,2018,True
1008380,Mathilde,Barbe,Male,31,Diallo-sur-Mallet,France,Gold,2024,True
1008381,Charles,Robert,Female,30,Pierre-la-Forêt,France,Silver,2021,True
1008382,Céline,Lesage,Male,61,Saint Marguerite-sur-Mer,France,Silver,2019,True
1008383,Aimé,Torres,Male,24,Guyotnec,France,Platinum,2020,True
1008384,Franck,Traore,Male,35,Saint Nathdan,France,Gold,2021,True
1008385,Hortense,Valentin,Female,33,Turpin,France,Bronze,2020,True
1008386,François,Couturier,Female,56,Grenier,France,Bronze,2022,True
1008387,Anaïs,Rousseau,Male,39,Lecomte,France,Bronze,2018,True
1008388,Dorothée,Labbé,Male,25,Bouvetboeuf,France,Bronze,2019,True
1008389,Véronique,Rodrigues,Female,85,Poulainnec,France,Gold,2020,True
1008390,Denise,Gilles,Male,51,Sainte Philippine-sur-Mer,France,Silver,2023,False
1008391,Hortense,Bigot,Female,30,Grenier-sur-Mer,France,Silver,2021,True
1008392,Bernard,Mendès,Male,59,Petit-sur-Imbert,France,Platinum,2019,True
1008393,Aimé,Lelièvre,Female,70,Mahe,France,Bronze,2022,True
1008394,Jacqueline,Jacquet,Female,70,Guillon-sur-Raymond,France,Silver,2024,True
1008395,Claude,Petitjean,Female,76,Baron,France,Silver,2023,True
1008396,Thomas,Pinto,Male,53,Ruiz,France,Bronze,2021,False
1008397,Robert,Masson,Female,23,Sainte Anne,France,Silver,2024,True
1008398,Inès,Picard,Male,66,Dufournec,France,Bronze,2025,True
1008399,Lucie,Pires,Male,60,Jacquet,France,Bronze,2020,True
1008400,Marcelle,Grondin,Female,43,Lecoq,France,Bronze,2020,True
1008401,Catherine,Monnier,Female,75,Nicolas-sur-Lagarde,France,Gold,2021,True
1008402,Anaïs,Martinez,Male,56,Menard,France,Bronze,2026,True
1008403,Zacharie,Delorme,Female,73,Lacroixboeuf,France,Bronze,2020,True
1008404,Lorraine,Diaz,Male,85,Traore-sur-Vincent,France,Gold,2021,True
1008405,Célina,Seguin,Male,43,Gilbert-sur-Marchal,France,Silver,2023,True
1008406,Corinne,Bouvier,Male,45,Guillou-sur-Mer,France,Bronze,2018,True
1008407,Margot,Mahe,Female,21,Delattre,France,Gold,2022,True
1008408,Margot,Courtois,Male,30,Sainte Christiane-la-Forêt,France,Platinum,2022,False
1008409,Valentine,Carpentier,Female,61,Labbé,France,Gold,2020,True
1008410,Auguste,Camus,Male,50,Boyer,France,Gold,2024,True
1008411,Capucine,Gilles,Male,84,Sainte Chantalnec,France,Silver,2021,True
1008412,Étienne,Torres,Male,62,Gomes,France,Bronze,2024,True
1008413,Margaux,Michel,Male,43,Sainte Danielle,France,Silver,2025,True
1008414,Élisabeth,Carpentier,Female,43,Guillon-les-Bains,France,Gold,2026,True
1008415,Henri,Aubert,Male,44,Auger,France,Silver,2025,True
1008416,Michèle,Charrier,Female,28,Carre,France,Silver,2018,True
1008417,Alexandre,Huet,Male,52,Lejeune,France,Bronze,2025,True
1008418,Inès,Coste,Female,25,Leblanc-sur-Dumont,France,Silver,2020,True
1008419,Françoise,Le Roux,Female,34,Saint Maurice,France,Bronze,2021,False
1008420,Emmanuel,Salmon,Female,18,Normand,France,Silver,2019,True
1008421,Suzanne,Carlier,Female,82,Pierre,France,Gold,2024,True
1008422,Hugues,Albert,Female,77,Bouvier,France,Silver,2023,True
1008423,Marine,Leconte,Male,52,Lemaire,France,Silver,2023,True
1008424,Roland,Ferrand,Female,64,Meyer-la-Forêt,France,Bronze,2024,True
1008425,Jeannine,Blot,Male,76,Saint Guillaume,France,Gold,2018,True
1008426,Gilbert,Moulin,Female,34,Leduc,France,Silver,2023,True
1008427,Claire,Sanchez,Female,31,Lamy,France,Gold,2018,True
1008428,Sophie,Raymond,Female,63,Fontaine,France,Silver,2020,True
1008429,Isabelle,Berger,Male,36,Bouvier,France,Bronze,2024,True
1008430,Alexandrie,Barre,Male,51,Dupont-les-Bains,France,Gold,2023,True
1008431,Auguste,Fournier,Female,79,Noëldan,France,Bronze,2021,True
1008432,Philippe,Legrand,Female,39,Humbert,France,Gold,2023,True
1008433,Thierry,Aubry,Male,21,Thibault,France,Bronze,2022,True
1008434,Robert,Lelièvre,Male,35,Masson-les-Bains,France,Platinum,2019,True
1008435,Franck,Courtois,Male,56,Menard-sur-Dupré,France,Gold,2021,True
1008436,Jeannine,Morin,Female,37,Martel,France,Gold,2022,True
1008437,Margaret,Foucher,Male,23,Sainte Victor,France,Silver,2023,True
1008438,Antoine,Navarro,Female,49,Henry-les-Bains,France,Silver,2018,True
1008439,Jean,Gérard,Female,48,Delahaye-sur-Mer,France,Silver,2019,True
1008440,Marcelle,Lacombe,Male,38,Sainte Alice,France,Platinum,2020,True
1008441,Théodore,Jacquet,Female,53,Pascalboeuf,France,Silver,2022,True
1008442,Paul,Leconte,Female,25,Sainte Alexandrie,France,Bronze,2024,True
1008443,Alexandrie,Breton,Male,82,Blin,France,Bronze,2021,False
1008444,Xavier,Roux,Male,76,Cordier,France,Silver,2018,True
1008445,Marcel,Munoz,Male,31,Gilbert,France,Bronze,2022,True
1008446,Aimé,Didier,Male,65,Coulon-la-Forêt,France,Bronze,2022,True
1008447,Stéphanie,Fabre,Male,32,Imbert,France,Silver,2025,True
1008448,Guillaume,Coulon,Male,21,OlivierVille,France,Bronze,2019,True
1008449,Rémy,Potier,Male,74,Da SilvaVille,France,Bronze,2021,True
1008450,Dorothée,Colin,Female,40,Alexandre,France,Platinum,2022,True
1008451,Geneviève,Hoareau,Male,20,Lamy,France,Silver,2024,True
1008452,Geneviève,Durand,Female,28,Torres,France,Bronze,2018,True
1008453,Julien,Gérard,Female,44,Sainte Alix,France,Bronze,2023,True
1008454,Yves,Labbé,Male,45,Sainte François,France,Bronze,2026,True
1008455,Céline,Leleu,Female,22,Morel-sur-Lesage,France,Bronze,2018,True
1008456,Lucy,Pinto,Female,63,Saint Zacharie,France,Silver,2022,True
1008457,Margaret,Nicolas,Male,62,Morel,France,Gold,2023,True
1008458,Bertrand,Guillaume,Female,33,Guillaume-sur-Fleury,France,Bronze,2020,True
1008459,Thierry,Raymond,Female,24,Sainte Bernadette,France,Silver,2019,True
1008460,Joséphine,Ollivier,Male,67,Noël,France,Bronze,2023,True
1008461,Alex,Vidal,Male,73,Saint Marianne-sur-Mer,France,Bronze,2025,True
1008462,Olivie,Torres,Female,44,Pruvost,France,Gold,2021,True
1008463,Nathalie,Bousquet,Male,68,Saint Hortensenec,France,Bronze,2024,True
1008464,Sabine,Delahaye,Male,50,Caron-sur-Marie,France,Platinum,2025,True
1008465,Adrien,Marques,Female,62,Laurent,France,Bronze,2018,True
1008466,Christiane,Clément,Female,27,Giraud,France,Bronze,2018,True
1008467,Arnaude,Dupont,Female,22,Saint William,France,Silver,2022,True
1008468,Danielle,Rey,Male,56,Hebert-la-Forêt,France,Gold,2026,True
1008469,Jules,De Sousa,Male,72,Sainte Sébastien,France,Silver,2020,True
1008470,Laure,Vaillant,Male,48,Marin,France,Bronze,2019,True
1008471,Nathalie,Allard,Male,27,Hebert-les-Bains,France,Gold,2019,True
1008472,Emmanuelle,Rodrigues,Female,25,Sainte Léon,France,Bronze,2026,True
1008473,Henri,Leroux,Female,32,LemonnierVille,France,Platinum,2020,True
1008474,Édouard,Brun,Male,84,VerdierVille,France,Silver,2022,True
1008475,Stéphane,Poirier,Female,50,Fischernec,France,Silver,2023,True
1008476,Aimée,Gaudin,Male,56,Breton-sur-Dos Santos,France,Silver,2018,True
1008477,Nicole,Dupuy,Female,51,LejeuneVille,France,Silver,2025,True
1008478,Camille,Duhamel,Female,68,JacquotVille,France,Gold,2022,True
1008479,Madeleine,Launay,Male,22,Besnard,France,Bronze,2020,True
1008480,Honoré,Lemonnier,Male,77,Le Goff,France,Bronze,2022,True
1008481,Joseph,Étienne,Female,81,Carpentierdan,France,Silver,2026,True
1008482,Emmanuelle,Turpin,Female,76,Lelièvre,France,Silver,2019,False
1008483,Clémence,Lévy,Male,83,BertinVille,France,Silver,2020,True
1008484,Capucine,Bernard,Male,82,Maillard-sur-Delattre,France,Silver,2021,True
1008485,Timothée,Voisin,Male,46,AlbertVille,France,Bronze,2019,True
1008486,Bernadette,Fernandez,Female,40,Bonneau,France,Bronze,2020,True
1008487,Denise,Charrier,Female,67,De Sousa-sur-Brunet,France,Bronze,2024,True
1008488,Émilie,Schneider,Male,28,Alexandre,France,Bronze,2020,True
1008489,Dorothée,Bonnet,Female,32,Dufour-sur-Blanchet,France,Silver,2024,True
1008490,Stéphanie,Caron,Female,25,TorresBourg,France,Gold,2026,True
1008491,Mathilde,Weiss,Female,72,BoucherBourg,France,Gold,2019,True
1008492,Brigitte,Michel,Male,52,Sainte Louis,France,Bronze,2021,True
1008493,Clémence,Sanchez,Male,79,LamyVille,France,Bronze,2025,True
1008494,Xavier,Chevallier,Female,20,AllardVille,France,Gold,2024,True
1008495,Stéphanie,Renaud,Male,45,Sainte Alexandria-la-Forêt,France,Gold,2023,False
1008496,Charlotte,Verdier,Female,69,Bousquet,France,Silver,2025,True
1008497,Christophe,Meunier,Female,63,Guillon-sur-Mer,France,Bronze,2018,True
1008498,Gérard,Roger,Female,24,Lucas,France,Silver,2018,True
1008499,Frédérique,Pottier,Male,71,Gomez,France,Silver,2020,True
1008500,Alix,Maillet,Male,62,Perez,France,Platinum,2023,True
1008501,Virginie,Alexandre,Female,57,Saint Hortense,France,Gold,2022,True
1008502,Josette,Clément,Male,51,Berthelot-sur-Bazin,France,Bronze,2019,True
1008503,Raymond,Berthelot,Female,19,Sainte Adrien,France,Silver,2018,True
1008504,Martine,Lemaire,Male,33,Martinnec,France,Gold,2026,True
1008505,Claire,Henry,Female,44,Picard,France,Bronze,2026,True
1008506,Augustin,Voisin,Male,48,DelahayeBourg,France,Bronze,2019,True
1008507,Monique,Lefèvre,Female,29,RenaultVille,France,Platinum,2025,True
1008508,Roland,Jean,Female,65,Lamy,France,Bronze,2018,True
1008509,Emmanuelle,Delorme,Female,61,Foucher,France,Silver,2021,True
1008510,Capucine,Godard,Male,60,Sauvage-les-Bains,France,Gold,2023,True
1008511,Madeleine,Cousin,Male,40,PerezVille,France,Silver,2018,True
1008512,Victor,Mercier,Male,68,Saint VéroniqueVille,France,Bronze,2021,True
1008513,Bernard,Labbé,Male,45,RouxBourg,France,Bronze,2022,True
1008514,Colette,Berthelot,Female,64,Leroy,France,Gold,2025,True
1008515,Monique,Schmitt,Male,59,Sainte Benoît,France,Gold,2023,True
1008516,Henri,Lévêque,Female,54,Moreno,France,Bronze,2020,True
1008517,Christelle,Goncalves,Male,39,Fischer,France,Bronze,2026,False
1008518,Maggie,Maurice,Male,44,David,France,Silver,2019,True
1008519,Édouard,Richard,Male,18,Legendre,France,Bronze,2020,True
1008520,Charlotte,Marchal,Male,82,Marion-sur-Reynaud,France,Bronze,2021,True
1008521,René,Jourdan,Male,69,Parentboeuf,France,Bronze,2018,True
1008522,Lucie,Rolland,Female,80,Briand-sur-Lebrun,France,Silver,2026,True
1008523,Jeannine,Bouvet,Female,32,Bouvet-la-Forêt,France,Gold,2024,True
1008524,Pierre,Samson,Male,81,Perrot,France,Gold,2022,True
1008525,Henri,Jacob,Male,53,Ledoux-sur-Traore,France,Bronze,2022,True
1008526,Raymond,Laroche,Female,27,Lefèvre,France,Bronze,2020,True
1008527,Roland,Perez,Male,77,JacquetBourg,France,Silver,2025,True
1008528,Adèle,Merle,Male,20,Besnard,France,Bronze,2018,True
1008529,Stéphane,Fournier,Female,20,Morin,France,Silver,2020,True
1008530,Laurent,Dupuis,Female,70,Valette-sur-Mer,France,Bronze,2023,True
1008531,Capucine,Briand,Male,85,Traoredan,France,Silver,2024,True
1008532,Alex,Joubert,Female,50,Sainte PaulineVille,France,Gold,2021,True
1008533,Virginie,Laporte,Female,53,Le Goff,France,Bronze,2019,True
1008534,Colette,Gosselin,Male,47,Sainte ThibautVille,France,Silver,2026,True
1008535,Susanne,Étienne,Male,56,Légernec,France,Bronze,2021,True
1008536,Diane,Grégoire,Male,74,Sainte RichardVille,France,Gold,2024,True
1008537,Denise,Boyer,Male,25,Marques,France,Silver,2025,True
1008538,Constance,Maréchal,Female,57,Jacquet,France,Bronze,2021,True
1008539,Nathalie,Lambert,Male,50,Hebert,France,Bronze,2018,False
1008540,Pierre,Aubry,Female,39,Michel,France,Silver,2026,True
1008541,Geneviève,Maurice,Female,38,Pascal-sur-Nguyen,France,Gold,2022,True
1008542,Marc,Vidal,Male,58,Besson,France,Bronze,2020,True
1008543,Paulette,Berger,Female,80,Rodrigues,France,Bronze,2018,True
1008544,Brigitte,Gallet,Female,23,Nicolas-sur-Pereira,France,Bronze,2024,True
1008545,Gabriel,Robin,Female,58,Sainte Susanne,France,Silver,2025,True
1008546,Marine,Guérin,Male,57,Deschampsnec,France,Bronze,2023,True
1008547,Margaret,Lamy,Female,34,Bourdonboeuf,France,Gold,2021,True
1008548,Jeannine,Louis,Female,50,Garnier,France,Silver,2018,True
1008549,Patrick,Hamon,Female,55,Bouchet-sur-Lemaire,France,Silver,2018,True
1008550,Constance,Chartier,Female,42,Roux,France,Silver,2021,True
1008551,Thérèse,Delmas,Female,67,Ramos-sur-Mer,France,Silver,2018,True
1008552,Manon,Paris,Female,55,PetitVille,France,Silver,2024,True
1008553,Honoré,Caron,Male,69,Aubry-les-Bains,France,Gold,2021,True
1008554,Adélaïde,Chauvet,Male,27,Dupré-les-Bains,France,Bronze,2021,False
1008555,Alain,Daniel,Male,77,Collet,France,Gold,2019,True
1008556,Émilie,Goncalves,Female,85,Blondel-sur-Guillet,France,Silver,2026,True
1008557,Sophie,Lévy,Male,27,Saint Christophe-la-Forêt,France,Bronze,2026,True
1008558,Charlotte,Normand,Male,48,Raynaud,France,Gold,2022,True
1008559,Nathalie,Gimenez,Male,40,Cohen,France,Silver,2020,True
1008560,Thibault,Collin,Female,62,Sainte Jérôme,France,Bronze,2019,True
1008561,Isabelle,Hoarau,Male,81,Duvaldan,France,Silver,2019,True
1008562,Michelle,Lévy,Female,57,Normand,France,Bronze,2023,False
1008563,Christelle,Arnaud,Female,46,Sainte AuroreBourg,France,Silver,2020,False
1008564,Céline,Vidal,Male,63,MarquesVille,France,Gold,2018,True
1008565,Suzanne,Dupuy,Male,74,Meunier,France,Silver,2025,True
1008566,Laurence,Arnaud,Female,60,Cohennec,France,Bronze,2023,True
1008567,Laure,Gaudin,Female,79,Delahayedan,France,Gold,2024,True
1008568,Jacqueline,Allard,Male,68,Pintodan,France,Gold,2021,True
1008569,Vincent,Cousin,Female,26,Boulanger,France,Bronze,2022,True
1008570,Denise,Poirier,Male,63,Thierry-la-Forêt,France,Gold,2019,True
1008571,Daniel,Huet,Male,37,Thomas,France,Silver,2024,True
1008572,Gabriel,Bourdon,Male,53,Mace,France,Silver,2020,True
1008573,Inès,Jacquot,Female,48,Legros,France,Bronze,2026,True
1008574,Adrien,Blot,Female,85,Marion,France,Bronze,2025,True
1008575,Bernadette,Vidal,Female,78,Le RouxBourg,France,Bronze,2024,False
1008576,Marthe,Blin,Female,21,Deschamps,France,Bronze,2022,True
1008577,Alexandria,Menard,Female,57,MarionVille,France,Bronze,2018,False
1008578,Frédéric,Brunet,Male,59,Evrard,France,Bronze,2026,True
1008579,Sébastien,Cousin,Female,72,Texier-sur-Mer,France,Gold,2025,True
1008580,Audrey,Fouquet,Female,79,Cordier,France,Silver,2023,True
1008581,Georges,Muller,Male,46,Lejeune,France,Bronze,2025,True
1008582,Françoise,Maréchal,Female,62,Munoz,France,Bronze,2021,True
